,Unnamed: 0,id,fecha,latitud_origen,longitud_origen,latitud_destino,longitud_destino,distancia,tiempo,region_origen,region_destino,distancia_km
76,76,124091342,2021-07-26,-6.483948,-76.36053,-6.501449999999999,-76.38634,7226.0,1016.0,San Martín,San Martín,7.226
77,77,124090356,2021-07-23,-5.201555,-80.6463,-5.372719999999999,-80.74264000000001,25434.0,2249.0,Departamento de Piura,Departamento de Piura,25.434
78,78,124092855,2021-07-30,-12.15576,-76.97996,-12.0998,-77.04884,17040.0,1522.0,Lima,Lima,17.04
79,79,124092395,2021-07-28,-6.766022,-79.87011,-6.71693,-79.91124,11713.0,1210.0,Lambayeque,Lambayeque,11.713
80,80,124089664,2021-07-21,-8.128727,-79.0444,-8.49731,-78.67962,66547.0,5191.0,La Libertad,La Libertad,66.547
81,81,124090257,2021-07-22,-12.04152,-75.22359,-12.09533,-75.20822,7513.0,1570.0,Junín,Junín,7.513
82,82,124090878,2021-07-24,-12.15584,-76.97993,-12.1911,-76.96734000000001,5082.0,654.0,Lima,Lima,5.082
83,83,124091689,2021-07-26,-11.96515,-77.12242,-11.9365,-77.06054,12059.0,2238.0,Callao,Lima,12.059
84,84,124092272,2021-07-28,-12.65464,-69.30515,-12.7266,-69.59524,37346.0,2088.0,Madre de Dios,Madre de Dios,37.346
85,85,124090072,2021-07-22,-11.9768,-77.01405,-12.15613,-77.01592,26312.0,2861.0,Lima,Lima,26.312
86,86,124088885,2021-07-20,-11.97763,-77.01524,-12.13993,-76.95902,25579.0,2987.0,Lima,Lima,25.579
87,87,124091157,2021-07-25,-16.41647,-71.49827,-16.422800000000002,-71.54784000000001,6107.0,882.0,Arequipa,Arequipa,6.107
88,88,124093317,2021-08-01,-17.19793,-70.94593,-17.2837,-71.17984,35194.0,1864.0,Moquegua,Moquegua,35.194
89,89,124089756,2021-07-21,-5.201519,-80.64629,-5.20203,-80.65702,1620.0,346.0,Departamento de Piura,Departamento de Piura,1.62
90,90,124092963,2021-07-30,-6.225995,-77.87402,-5.95353,-77.97374,52207.0,3872.0,Amazonas,Amazonas,52.207
91,91,124090335,2021-07-23,-16.3856,-71.54855,-16.4222,-71.53344,5932.0,1156.0,Arequipa,Arequipa,5.932
92,92,124091090,2021-07-25,-16.33042,-71.53904,-16.422800000000002,-71.54784000000001,12024.0,1629.0,Arequipa,Arequipa,12.024
93,93,124089717,2021-07-21,-13.53244,-71.96023,-13.54733,-71.94592,4201.0,766.0,Cusco,Cusco,4.201
94,94,124092365,2021-07-28,-16.42865,-71.48995,-16.4841,-71.50074000000001,9372.0,1405.0,Arequipa,Arequipa,9.372
95,95,124091971,2021-07-27,-12.94218,-76.38596,-12.9856,-76.51164,19513.0,1441.0,Lima,Lima,19.513
96,96,124090245,2021-07-22,-8.414403,-74.56762,-8.48517,-74.81251999999999,31854.0,2465.0,Ucayali,Ucayali,31.854
97,97,124089451,2021-07-19,-9.071735,-78.59804,-9.51898,-78.27821999999999,186702.0,10361.0,Ancash,Ancash,186.702
98,98,124091952,2021-07-27,-12.22502,-76.936,-12.113,-77.00014,19449.0,1881.0,Lima,Lima,19.449
99,99,124091590,2021-07-26,-11.98611,-77.00695,-12.1791,-77.01844,27570.0,2955.0,Lima,Lima,27.57
100,100,124088706,2021-07-19,-11.96494,-77.1227,-11.99883,-77.10141999999999,9475.0,1265.0,Callao,Lima,9.475
101,101,124092673,2021-07-30,-12.02599,-77.02471,-12.098,-76.88924,28356.0,3591.0,Lima,Lima,28.356
102,102,124091373,2021-07-26,-12.15582,-76.98003,-12.0794,-77.02094000000001,14401.0,1246.0,Lima,Lima,14.401
103,103,124092658,2021-07-30,-3.755803,-73.26853,-3.80443,-73.30984000000001,7963.0,1196.0,Loreto,Loreto,7.963
104,104,124093153,2021-07-31,-11.11552,-77.6105,-10.8146,-77.72494,42313.0,2710.0,Lima,Lima,42.313
105,105,124090118,2021-07-22,-12.04511,-77.10551,-12.00043,-77.06201999999999,9751.0,1405.0,Callao,Lima,9.751
106,106,124090302,2021-07-22,-12.02628,-77.09743,-12.07213,-77.04902,10726.0,1779.0,Callao,Lima,10.726
107,107,124092973,2021-07-30,-11.99401,-75.26401,-11.7515,-75.52334,49966.0,3702.0,Junín,Junín,49.966
108,108,124090162,2021-07-22,-16.4288,-71.49058,-16.42253,-71.53211999999999,5828.0,933.0,Arequipa,Arequipa,5.828
109,109,124091039,2021-07-24,-11.96507,-77.12257,-11.9964,-77.13294,6292.0,953.0,Callao,Lima,6.292
110,110,124090847,2021-07-24,-12.1833,-76.99735,-11.7872,-77.18634,59306.0,5660.0,Lima,Lima,59.306
111,111,124092189,2021-07-27,-11.96515,-77.12277,-12.0487,-77.05154,18316.0,2228.0,Callao,Lima,18.316
112,112,124089508,2021-07-21,-11.89001,-77.12469,-11.96463,-77.13292,10197.0,1084.0,Callao,Lima,10.197
113,113,124088902,2021-07-20,-7.409362,-79.56154,-7.23454,-79.43592,30998.0,2362.0,La Libertad,La Libertad,30.998
114,114,124091628,2021-07-26,-14.04535,-75.69704,-13.434,-76.14114000000001,110376.0,6665.0,Ica,Ica,110.376
115,115,124092503,2021-07-29,-16.33469,-71.54845,-16.3615,-71.57844,5734.0,823.0,Arequipa,Arequipa,5.734
116,116,124089082,2021-07-20,-14.0412,-75.69926,-14.09593,-75.73241999999999,9327.0,1283.0,Ica,Ica,9.327
117,117,124091140,2021-07-25,-16.33042,-71.53904,-16.3064,-71.62524,11846.0,1663.0,Arequipa,Arequipa,11.846
118,118,124091026,2021-07-24,-7.18025,-78.48965,-7.16032,-78.52304000000001,5345.0,1020.0,Cajamarca,Cajamarca,5.345
119,119,124089963,2021-07-19,-8.413985,-74.56741,-8.4114,-74.62751999999999,13162.0,1301.0,Ucayali,Ucayali,13.162
120,120,124091999,2021-07-27,-7.982075,-79.06519,-8.1188,-79.01924000000001,42569.0,2908.0,La Libertad,La Libertad,42.569
121,121,124088514,2021-07-19,-15.83624,-70.02019,-14.92363,-69.87482,133203.0,8640.0,Puno,Puno,133.203
122,122,124092812,2021-07-30,-5.201528,-80.6463,-5.372719999999999,-80.74264000000001,25435.0,2250.0,Departamento de Piura,Departamento de Piura,25.435
123,123,124090030,2021-07-22,-13.42426,-76.13197,-13.40873,-76.16112,4041.0,678.0,Ica,Ica,4.041
124,124,124092276,2021-07-28,-12.77725,-74.99487,-12.79,-74.97014,4997.0,890.0,Huancavelica,Huancavelica,4.997
125,125,124087664,2021-07-19,-16.35632,-71.54082,-16.62153,-71.42972,46391.0,5297.0,Arequipa,Arequipa,46.391
126,126,124088801,2021-07-19,-11.96494,-77.1227,-11.88313,-77.02112,20929.0,3095.0,Callao,Lima,20.929
127,127,124090388,2021-07-23,-11.96518,-77.12289,-12.0505,-77.12184,12016.0,1290.0,Callao,Lima,12.016
128,128,124089187,2021-07-20,-8.422395,-74.56271,-8.42135,-74.56192,191.0,67.0,Ucayali,Ucayali,0.191
130,130,124091915,2021-07-27,-16.38556,-71.54858,-16.402,-71.49634,8619.0,1342.0,Arequipa,Arequipa,8.619
131,131,124092660,2021-07-30,-11.11689,-77.61123,-11.0177,-77.61924,14557.0,1613.0,Lima,Lima,14.557
132,132,124091698,2021-07-26,-12.18221,-76.99603,-11.7872,-77.18634,63975.0,5766.0,Lima,Lima,63.975
133,133,124092813,2021-07-30,-4.580977,-81.18764,-4.69687,-81.06274,20105.0,1035.0,Departamento de Piura,Departamento de Piura,20.105
134,134,124088613,2021-07-19,-8.128703,-79.0444,-8.307590000000001,-78.89292,38223.0,3137.0,La Libertad,La Libertad,38.223
135,135,124093123,2021-07-31,-7.982128,-79.06475,-8.12669,-79.03984,42040.0,2576.0,La Libertad,La Libertad,42.04
136,136,124088525,2021-07-19,-12.16512,-76.95527,-12.07663,-77.02752,18464.0,1719.0,Lima,Lima,18.464
137,137,124089188,2021-07-20,-5.177995,-80.6729,-5.18445,-80.68621999999999,2420.0,390.0,Departamento de Piura,Departamento de Piura,2.42
138,138,124092629,2021-07-30,-11.97994,-77.10689,-11.5355,-76.65564,117733.0,11835.0,Lima,Lima,117.733
139,139,124092061,2021-07-27,-11.91136,-77.12868,-11.8305,-77.05244,19283.0,2249.0,Callao,Lima,19.283
140,140,124090975,2021-07-24,-11.11598,-77.611,-11.0956,-77.52744,10395.0,1604.0,Lima,Lima,10.395
141,141,124089754,2021-07-21,-11.97697,-77.01445,-12.21983,-76.91732,35709.0,3690.0,Lima,Lima,35.709
142,142,124090151,2021-07-22,-15.4938,-70.1338,-15.32363,-69.35022,115934.0,9884.0,Puno,Puno,115.934
143,143,124090588,2021-07-23,-12.15574,-76.98003,-12.0998,-77.04884,17036.0,1522.0,Lima,Lima,17.036
144,144,124092197,2021-07-27,-12.05447,-77.01488,-12.1607,-76.95884000000001,16644.0,2056.0,Lima,Lima,16.644
145,145,124089706,2021-07-21,-6.765688,-79.87012,-6.45858,-79.86092,37507.0,2978.0,Lambayeque,Lambayeque,37.507
146,146,124091674,2021-07-26,-12.15572,-76.98003,-12.1407,-76.96504,4036.0,952.0,Lima,Lima,4.036
147,147,124092107,2021-07-27,-11.96515,-77.12277,-12.0125,-76.88014,39052.0,3515.0,Callao,Lima,39.052
148,148,124093276,2021-07-31,-11.97648,-76.77332,-11.9866,-76.77624,2558.0,408.0,Lima,Lima,2.558
149,149,124088633,2021-07-19,-5.193246,-80.64008,-4.85331,-80.87751999999999,60959.0,4257.0,Departamento de Piura,Departamento de Piura,60.959
151,151,124092401,2021-07-28,-11.96507,-77.12269,-11.4614,-76.63164,99068.0,9083.0,Callao,Lima,99.068
152,152,124087689,2021-07-19,-12.15603,-76.9799,-12.15613,-77.01592,9459.0,1411.0,Lima,Lima,9.459
153,153,124091227,2021-07-25,-13.30554,-72.11964,-12.8743,-72.68874000000001,159584.0,11914.0,Cusco,Cusco,159.584
154,154,124091218,2021-07-25,-18.0195,-70.26373,-18.0505,-70.29174,5119.0,550.0,Tacna,Tacna,5.119
155,155,124090487,2021-07-23,-16.3856,-71.54855,-16.4841,-71.50074000000001,16186.0,2314.0,Arequipa,Arequipa,16.186
156,156,124089124,2021-07-20,-11.98656,-77.12461,-12.00893,-77.05731999999999,10652.0,1525.0,Callao,Lima,10.652
157,157,124092430,2021-07-28,-13.54383,-71.91962,-13.134,-72.60434000000001,209903.0,18046.0,Cusco,Cusco,209.903
158,158,124092169,2021-07-27,-11.91136,-77.12868,-11.4834,-76.62794000000001,109714.0,9209.0,Callao,Lima,109.714
159,159,124092117,2021-07-27,-12.15554,-76.98007,-12.1659,-76.98364000000001,4286.0,593.0,Lima,Lima,4.286
160,160,124088733,2021-07-19,-9.127098,-78.52545,-9.14831,-78.49772,5290.0,534.0,Ancash,Ancash,5.29
161,161,124088741,2021-07-19,-12.0496,-75.22359,-12.51983,-74.93151999999999,79644.0,6653.0,Junín,Huancavelica,79.644
162,162,124092218,2021-07-28,-14.04107,-75.69938,-14.0666,-75.73024000000001,5153.0,877.0,Ica,Ica,5.153
163,163,124090031,2021-07-22,-12.1457,-76.98181,-12.14143,-76.98881999999999,3672.0,681.0,Lima,Lima,3.672
164,164,124089809,2021-07-22,-12.15562,-76.97999,-12.20833,-76.97131999999999,6420.0,822.0,Lima,Lima,6.42
165,165,124091956,2021-07-27,-6.765628,-79.87019,-6.774579999999999,-79.85444,2658.0,484.0,Lambayeque,Lambayeque,2.658
166,166,124091065,2021-07-25,-12.15567,-76.98005,-12.2324,-76.97984000000001,10967.0,1252.0,Lima,Lima,10.967
167,167,124089316,2021-07-21,-12.58308,-69.20438,-12.59183,-69.17692,4381.0,693.0,Madre de Dios,Madre de Dios,4.381
168,168,124091177,2021-07-25,-14.82747,-74.93661,-14.8526,-74.95384,4331.0,524.0,Ica,Ica,4.331
169,169,124090846,2021-07-24,-11.96501,-77.12285,-11.9365,-77.06054,12030.0,2217.0,Callao,Lima,12.03
170,170,124090405,2021-07-23,-11.96511,-77.12267,-12.0851,-77.10704,16804.0,1952.0,Callao,Lima,16.804
172,172,124092043,2021-07-27,-11.99306,-77.12567,-12.0125,-76.88014,35795.0,3137.0,Callao,Lima,35.795
173,173,124092827,2021-07-30,-5.201528,-80.6463,-5.18412,-80.68754,5971.0,913.0,Departamento de Piura,Departamento de Piura,5.971
174,174,124090575,2021-07-23,-16.3856,-71.54855,-16.4143,-71.55474000000001,4186.0,699.0,Arequipa,Arequipa,4.186
175,175,124092194,2021-07-27,-12.05447,-77.01488,-12.1501,-77.02874,12323.0,1330.0,Lima,Lima,12.323
176,176,124090753,2021-07-24,-11.96492,-77.12257,-11.4834,-76.62794000000001,105187.0,9636.0,Callao,Lima,105.187
177,177,124089872,2021-07-22,-11.87568,-77.03142,-11.88343,-77.03702,2234.0,303.0,Lima,Lima,2.234
178,178,124089815,2021-07-22,-6.716923,-79.81094,-6.8077,-79.84042,17248.0,1750.0,Lambayeque,Lambayeque,17.248
179,179,124090764,2021-07-24,-11.99144,-77.01133,-12.1607,-76.95884000000001,24618.0,2656.0,Lima,Lima,24.618
180,180,124088879,2021-07-20,-12.94639,-76.38345,-12.60753,-76.63542,59079.0,3556.0,Lima,Lima,59.079
181,181,124090563,2021-07-23,-15.49043,-70.13274,-16.0961,-69.64094,100162.0,6941.0,Puno,Puno,100.162
182,182,124092010,2021-07-27,-11.9661,-77.1226,-12.0284,-77.07594,12236.0,1796.0,Callao,Lima,12.236
183,183,124092890,2021-07-30,-5.201528,-80.6463,-5.183719999999999,-80.67604,4678.0,688.0,Departamento de Piura,Departamento de Piura,4.678
184,184,124091145,2021-07-25,-5.201479,-80.64362,-5.190709999999999,-80.67394,4688.0,679.0,Departamento de Piura,Departamento de Piura,4.688
185,185,124091967,2021-07-27,-11.98403,-75.25939,-12.0473,-75.23144,8982.0,1137.0,Junín,Junín,8.982
186,186,124089341,2021-07-21,-13.53988,-71.9177,-13.52443,-71.98152,8053.0,1255.0,Cusco,Cusco,8.053
187,187,124088784,2021-07-19,-12.15556,-76.97968,-12.21753,-76.96871999999999,8723.0,966.0,Lima,Lima,8.723
188,188,124092110,2021-07-27,-15.49062,-70.13254,-15.3033,-70.26104000000001,27044.0,1717.0,Puno,Puno,27.044
189,189,124090099,2021-07-22,-12.15583,-76.98,-12.28843,-76.87192,21900.0,1606.0,Lima,Lima,21.9
190,190,124093251,2021-07-31,-11.96499,-77.12278,-12.0217,-77.07254,13531.0,1869.0,Callao,Lima,13.531
191,191,124093137,2021-07-31,-12.15584,-76.98,-12.0294,-76.87954,30789.0,2751.0,Lima,Lima,30.789
192,192,124088964,2021-07-19,-8.016312,-79.06725,-8.11283,-79.01612,13196.0,1883.0,La Libertad,La Libertad,13.196
193,193,124089487,2021-07-21,-17.20657,-70.9524,-17.284029999999998,-71.17851999999999,33480.0,2126.0,Moquegua,Moquegua,33.48
194,194,124088597,2021-07-19,-12.5832,-69.20412,-12.72693,-69.59392,52682.0,3099.0,Madre de Dios,Madre de Dios,52.682
195,195,124091745,2021-07-26,-11.96514,-77.12267,-12.0575,-76.98374,30515.0,3509.0,Callao,Lima,30.515
196,196,124090679,2021-07-23,-11.41695,-75.69798,-11.4168,-75.69884,95.0,24.0,Junín,Junín,0.095
197,197,124090011,2021-07-22,-13.42426,-76.13197,-13.49403,-76.14511999999999,8805.0,767.0,Ica,Ica,8.805
198,198,124093281,2021-07-31,-11.97194,-77.12064,-12.0611,-77.12094,11269.0,1290.0,Callao,Lima,11.269
199,199,124092296,2021-07-28,-8.0932,-78.99601,-8.1188,-79.01924000000001,5201.0,827.0,La Libertad,La Libertad,5.201
200,200,124090722,2021-07-24,-11.94054,-77.08604,-11.4834,-76.62794000000001,96585.0,8018.0,Lima,Lima,96.585
201,201,124091603,2021-07-26,-16.42863,-71.48997,-16.422800000000002,-71.54784000000001,7247.0,1095.0,Arequipa,Arequipa,7.247
202,202,124089639,2021-07-21,-12.00283,-77.11545,-12.02683,-77.00511999999999,18160.0,1983.0,Callao,Lima,18.16
203,203,124092791,2021-07-30,-11.89854,-77.12971,-12.0831,-77.05544,25604.0,3092.0,Callao,Lima,25.604
204,204,124087900,2021-07-19,-6.807132,-79.83833,-6.74262,-79.64402,27873.0,2539.0,Lambayeque,Lambayeque,27.873
205,205,124090434,2021-07-23,-11.99266,-77.12611,-12.0641,-77.04414,16274.0,2127.0,Callao,Lima,16.274
206,206,124091968,2021-07-27,-11.9653,-77.12307,-12.0749,-77.16444,17385.0,2068.0,Callao,Lima,17.385
207,207,124089709,2021-07-21,-12.11982,-76.99744,-12.06123,-76.94422,12219.0,1494.0,Lima,Lima,12.219
208,208,124090684,2021-07-23,-6.76583,-79.86971,-6.71693,-79.91124,11665.0,1206.0,Lambayeque,Lambayeque,11.665
209,209,124091005,2021-07-24,-7.140436,-78.51357,-7.1702,-78.52694000000001,6707.0,1678.0,Cajamarca,Cajamarca,6.707
210,210,124093182,2021-07-31,-12.15584,-76.98,-12.2881,-76.87324000000001,21750.0,1562.0,Lima,Lima,21.75
211,211,124087921,2021-07-19,-13.53988,-71.92007,-13.36533,-72.11612,42201.0,4377.0,Cusco,Cusco,42.201
212,212,124091281,2021-07-25,-15.48283,-70.13409,-14.5991,-70.79964,137675.0,6728.0,Puno,Puno,137.675
213,213,124088712,2021-07-19,-12.04512,-77.10563,-12.06103,-77.02532,14696.0,1917.0,Callao,Lima,14.696
214,214,124089875,2021-07-22,-12.15583,-76.98,-12.11723,-77.05362,14155.0,1544.0,Lima,Lima,14.155
215,215,124090177,2021-07-22,-5.201532,-80.64641,-5.39222,-80.77462,32662.0,3127.0,Departamento de Piura,Departamento de Piura,32.662
216,216,124093578,2021-08-01,-16.38558,-71.54877,-16.9528,-72.09314,116794.0,7165.0,Arequipa,Arequipa,116.794
217,217,124092413,2021-07-28,-11.86174,-77.07834,-12.0291,-77.14204000000001,25826.0,2779.0,Lima,Lima,25.826
218,218,124088939,2021-07-20,-11.96515,-77.1227,-12.05183,-77.05691999999999,18436.0,2269.0,Callao,Lima,18.436
